Respondent ID,Collector ID,Start Date,End Date,Which CNCF Project are you contributing to/representing?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Where are you based (part of the world)?,"What is your feeling with respect to your overall experience with CNCF staff, where 10 is completely met expectations and 1 - did not meet expectations? *",Do you feel that CNCF reached out to collaborate and gather info about your needs? *,"Do you have a good understanding of the resources and programs available to you (i.e., CNCF Speakers Bureau, CNCF Swag Store)?",Efficiency: Did you feel that the CNCF team responded quickly to your requests? Where 10 is work was completed on time or ahead of schedule and 1 is delayed? *,"Any other feedback that you wish to share, from what CNCF can do more or what we should do less?"
11082141933,246727659,2019-10-21 21:21:59,2019-10-21 22:55:52,Kubernetes,Prometheus,OpenTracing,Fluentd,CoreDNS,containerd,,,Linkerd,,Envoy,Jaeger,,,Rook,Vitess,NATS,SPIFFE,SPIRE,Open Policy Agent,,Telepresence,Helm,Harbor,,,,,Falco,,,etcd,,,,OpenTelemetry,OpenEBS,Thanos,,,,,,North America,7,Yes,9,9,"Will be great to have a better defined program for Meetups, that can include a slide deck say every quarter on updates in CNCF and key messages. That would facilitate work of organizers. The next step would be to have some campaigns like some hands one labs or hackatons for cncf projects to increase adoption and bringing more developers. It could stat as a pilot project with one of the workshop/study jam and see the feedback."
11079381590,246727659,2019-10-20 21:28:09,2019-10-20 21:29:42,Kubernetes,,,,,,,,Linkerd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asia,10,Yes,10,10,N/A
11078753371,246727659,2019-10-20 10:12:38,2019-10-20 10:14:48,Kubernetes,,,,,,,,,,,,,,,,,,,,,,Helm,,,,,,,,,,,,,,,,,,,,,Europe,8,No,7,7,Please get ambassadors more involved; I really love the way this year CNCF is approaching the local communities for Kubernetes Community Days via Github. We need more support!
11077177946,246727659,2019-10-19 03:20:05,2019-10-19 03:27:34,,,,,,,,,,,,,,Notary,,,,SPIFFE,,Open Policy Agent,,,,,,,,,,,,,,,,OpenTelemetry,,,,,,,,North America,9,No,7,10,I think prepared content would be great. This is something the Docker Community does well. Coordinated workshops or presentations will slides such that organizers can focus on promotion and logistics.
11075050940,246727659,2019-10-18 09:31:51,2019-10-18 09:34:18,Kubernetes,,,,,,,,,,,,,,,,,,,Open Policy Agent,,,Helm,,,,,,,,,,,,,,,,,,,,,Europe,9,Yes,7,8,Y'all doing great work
11074644577,246727659,2019-10-17 15:54:33,2019-10-18 03:47:28,Kubernetes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,North America,10,Yes,8,10,Love the CNCF
11074262751,246727659,2019-10-18 00:05:35,2019-10-18 00:07:49,Kubernetes,Prometheus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,North America,9,No,6,10,NA
11073670044,246727659,2019-10-17 20:08:45,2019-10-17 20:13:55,Kubernetes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,North America,10,Yes,8,10,n/a
11073451823,246727659,2019-10-17 14:44:17,2019-10-17 18:56:55,Kubernetes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe,8,Yes,9,9,NA
11072857580,246727659,2019-10-17 15:40:53,2019-10-17 15:42:33,Kubernetes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe,9,Yes,6,9,Nothing Special
11072760474,246727659,2019-10-17 15:06:16,2019-10-17 15:08:27,Kubernetes,,OpenTracing,,,containerd,,,,,,,TUF (The Update Framework),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe,9,No,8,8,"I think I would like to develop a better and more constructive collaboration, sharing common goals to understand how to get there"
11072758235,246727659,2019-10-17 15:04:18,2019-10-17 15:07:00,Kubernetes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asia,5,No,7,7,"More events in China, time zone friendly meeting time"
11065768962,246727659,2019-10-15 05:51:51,2019-10-15 05:56:37,Kubernetes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asia,9,Yes,6,9,"The Kubernetes Community Day initiative is amazing, me and my team are planning to organize one, might need some help in the process. Might help if we introduce/explain the guideline in one of the ambassador monthly syncups. Also, since I'm currently organizing 3 meetups in 2 different cities, might help if I can get renewal on the swags (perhaps swag package is per meetup, instead of per ambassador?). In some cities, it's hard to find sponsor because of lack of companies in that city, might help if apart from $150 monthly reimburse, we can get reimburse for renting some venue space as well"
11059977033,246727659,2019-10-11 22:14:50,2019-10-11 22:17:22,Kubernetes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,North America,10,Yes,10,10,thank you for everything you do! 
11055021236,246727659,2019-10-02 23:14:41,2019-10-10 02:59:52,Kubernetes,,,,,,,,,,,,,,,,,,,,,,Helm,,,,,,,,Virtual Kubelet,,Brigade,,,,,,,,,,,North America,8,Yes,7,8,n/a
11045710724,246727659,2019-10-06 16:09:49,2019-10-06 16:11:58,Kubernetes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coverage of the CNCF in general,Europe,8,No,9,7,n/a
11042902148,246727659,2019-10-04 18:57:11,2019-10-04 18:58:36,Kubernetes,,,,,,,,,,,,,,,,,,,Open Policy Agent,,,Helm,,,,,,,,Virtual Kubelet,,,,,,,,,,,,,North America,10,Yes,10,10,
11042237643,246727659,2019-10-04 15:07:31,2019-10-04 15:09:48,Kubernetes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe,9,Yes,9,8,"Great job, folks!"
11042179202,246727659,2019-10-04 14:41:59,2019-10-04 14:46:08,Kubernetes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe,9,Yes,8,8,Things are pretty ok at the moment
11041908310,246727659,2019-10-04 12:30:37,2019-10-04 12:33:14,Kubernetes,Prometheus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe,8,No,8,9,no
11041741305,246727659,2019-10-04 10:42:42,2019-10-04 10:44:48,Kubernetes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe,10,Yes,6,10,More ambassador swag in the store will be great
11039670101,246727659,2019-10-03 16:42:23,2019-10-03 16:48:55,Kubernetes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe,9,No,10,10,Looking for the place to put events where I spoke and raised awareness 
11038744843,246727659,2019-10-03 09:03:06,2019-10-03 09:05:29,Kubernetes,Prometheus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe,9,Yes,8,8,Not at the time of writing
11038504239,246727659,2019-10-03 05:39:24,2019-10-03 05:42:38,Kubernetes,Prometheus,,,,,,,,,,,,,Rook,,,SPIFFE,,,,,Helm,Harbor,,,,,,,,,,KubeEdge,,,,,,,,,,Asia,10,Yes,9,10,Can maintain a schedule chart for all the events hapening at CNCF related world so that it will be easy to plan and engage with those.
11038395997,246727659,2019-10-03 04:25:51,2019-10-03 04:29:29,Kubernetes,Prometheus,,,,,,,,,,,,,,,,SPIFFE,SPIRE,,,,,,,,,,,,,,,,,,,,,,,,,Asia,10,Yes,5,8,NONE
11037658454,246727659,2019-10-02 21:28:10,2019-10-02 22:34:05,Kubernetes,Prometheus,,,CoreDNS,containerd,,,,CNI,,,,,,,,,,Open Policy Agent,,,,Harbor,,,,,,,,etcd,,,,,,Thanos,,,,,,North America,10,Yes,10,10,none
11037627620,246727659,2019-10-02 22:08:23,2019-10-04 00:27:41,Kubernetes,,,,,containerd,,,,,,,,,,,,,,Open Policy Agent,,,Helm,,,,,,,,Virtual Kubelet,,,,,,,,,,,,,Oceania,7,No,6,7,"I would love to join the monthly meeting but 1:30am is not the best time, it would be good if the time rotated "
11037530192,246727659,2019-10-02 21:42:27,2019-10-02 21:47:14,Kubernetes,Prometheus,OpenTracing,Fluentd,CoreDNS,containerd,,gRPC,,CNI,Envoy,,,,,,NATS,,,,,,Helm,,,,,,,,,etcd,,,,,,,,,,,Out contributions are mostly in the area of training materials though we do submit patches all around,North America,10,Yes,8,10,CNCF is a unique and amazing organization.
11037364100,246727659,2019-10-02 20:46:54,2019-10-02 20:50:28,Kubernetes,,,,,,,,,,,,,,,,NATS,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe,8,Yes,7,9,No
11037351547,246727659,2019-10-02 20:38:38,2019-10-02 20:48:03,Kubernetes,Prometheus,OpenTracing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strimzi,KubeVirt,,North America,9,Yes,10,10,"It would be better to have hackathon led by ambassadors in terms of practices, references about cloud-native infra/apps"
11037340317,246727659,2019-10-02 20:15:03,2019-10-02 20:41:44,Kubernetes,,,,,,,,,,,,,,,,,,,,,,Helm,,,,,,,,,,,,,,,,,,,,,Other:,10,Yes,9,10,"not that I don't appreciate the 50% off kubecon (I used it, thank you so much!), but maybe provide 100% discount to kubecon just for ambassadors, like other equivalent programs do, for example GDE"
11037280219,246727659,2019-10-02 20:17:04,2019-10-02 20:21:52,Kubernetes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,North America,8,Yes,9,7,hi :)
11037248809,246727659,2019-10-02 20:08:19,2019-10-02 20:13:36,,Prometheus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe,9,Yes,9,10,-
