Respondent ID,Collector ID,Start Date,End Date,Which CNCF Project are you contributing to/representing?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Where are you based (part of the world)?,"What is your feeling with respect to your overall experience with CNCF staff, where 10 is completely met expectations and 1 - did not meet expectations? *",Do you feel that CNCF reached out to collaborate and gather info about your needs? *,"Do you have a good understanding of the resources and programs available to you (i.e., CNCF Speakers Bureau, CNCF Swag Store)?",Efficiency: Did you feel that the CNCF team responded quickly to your requests? Where 10 is work was completed on time or ahead of schedule and 1 is delayed? *,"Any other feedback that you wish to share, from what CNCF can do more or what we should do less?"
,,,,Kubernetes,Prometheus,OpenTracing,Fluentd,CoreDNS,containerd,rkt,gRPC,Linkerd,CNI,Envoy,Jaeger,TUF (The Update Framework),Notary,Rook,Vitess,NATS,SPIFFE,SPIRE,Open Policy Agent,CloudEvents,Telepresence,Helm,Harbor,OpenMetrics,TiKV,Cortex,Buildpacks,Falco,Dragonfly,Virtual Kubelet,etcd,Brigade,KubeEdge,Network Service Mesh,OpenTelemetry,OpenEBS,Thanos,Flux,in-toto,Strimzi,KubeVirt,Other (please specify),Response,Response,Response,Response,Response,Open-Ended Response
11113034802,246727659,2019-11-03 03:34:11,2019-11-03 03:35:18,Kubernetes,Prometheus,,,,,,,,CNI,,,,,,,,,,,,,,,,,,,,,,etcd,,,,,,,,,,,,North America,10,Yes,10,10,N/a
11109074916,246727659,2019-11-01 01:13:40,2019-11-01 02:11:02,Kubernetes,Prometheus,OpenTracing,Fluentd,,,,,Linkerd,CNI,Envoy,,,,,,,,,Open Policy Agent,CloudEvents,,,,OpenMetrics,,,,,,,,,,Network Service Mesh,OpenTelemetry,,,,,,,,North America,9,Yes,7,10,Keep it up! The program continues to get better and better.
11108823500,246727659,2019-10-31 23:52:10,2019-10-31 23:53:28,,,,,,containerd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,North America,10,Yes,8,10,not at this time; thanks!
11108011404,246727659,2019-10-31 19:15:01,2019-10-31 19:29:58,Kubernetes,,,,,,,,,,,,,,Rook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,North America,9,Yes,5,9,"we could really, really, use a centralized landing page that shows Ambassadors all of the resources they can access (and how), as well as the upcoming events and announcements for Ambassadors.  While the meetings and emails are great, they're hard to refer back to, especially if one has been on PTO or at conferences for a couple weeks."
11107905527,246727659,2019-10-31 18:55:11,2019-10-31 19:58:03,Kubernetes,Prometheus,,Fluentd,,,rkt,,Linkerd,,Envoy,Jaeger,,,Rook,,,,,,,,Helm,,,,,,,,,etcd,,,,OpenTelemetry,OpenEBS,,,,,,,North America,9,Yes,9,9,
11107560477,246727659,2019-10-31 17:11:23,2019-10-31 17:13:17,,,,,,,,,,,,,,,,,,,,,,,Helm,,,,,,,,,,,,,,,,,,,,,North America,9,Yes,8,8,None at the moment.
11107549965,246727659,2019-10-31 17:08:28,2019-10-31 17:10:22,Kubernetes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,North America,10,Yes,10,10,"Not at this time, things have been good :)"
11092255785,246727659,2019-10-18 03:44:29,2019-10-25 05:40:16,Kubernetes,,,,,,,,,,,,,,Rook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asia,7,No,8,5,"More CNCF representation in Asia (staff, events/days, meetings in asian hours)"
11084172623,246727659,2019-10-22 17:35:35,2019-10-22 17:42:06,Kubernetes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JX,Asia,9,Yes,10,9,Nothing as of now.
